"Spieler","Marktpreis","Datum"
Streli Mamba,500000,2020-03-04 09:47:00
Streli Mamba,500000,2020-03-05 00:46:00
Streli Mamba,624806,2020-03-06 19:10:00
Streli Mamba,624806,2020-03-07 20:22:00
Streli Mamba,624806,2020-03-08 14:38:00
Streli Mamba,500000,2020-03-09 00:27:00
Suat Serdar,31338277,2020-01-23 01:00:00
Suat Serdar,31185171,2020-01-24 01:00:00
Suat Serdar,31234198,2020-01-25 01:00:00
Suat Serdar,31285287,2020-01-26 01:00:00
Suat Serdar,31317195,2020-01-27 01:00:00
Suat Serdar,31378258,2020-01-28 01:00:00
Suat Serdar,31480008,2020-01-29 01:00:00
Suat Serdar,31551112,2020-01-30 01:00:00
Suat Serdar,31590073,2020-01-31 01:00:00
Suat Serdar,31643834,2020-02-01 01:00:00
Suat Serdar,31658167,2020-02-02 01:00:00
Suat Serdar,31470841,2020-02-03 01:00:00
Suat Serdar,31305662,2020-02-04 01:00:00
Suat Serdar,31096894,2020-02-05 19:00:00
Suat Serdar,30984741,2020-02-06 01:00:00
Suat Serdar,30791884,2020-02-07 01:00:00
Suat Serdar,30701608,2020-02-08 01:00:00
Suat Serdar,30508901,2020-02-09 01:00:00
Suat Serdar,30247962,2020-02-10 01:00:00
Suat Serdar,30027334,2020-02-11 01:00:00
Suat Serdar,29855478,2020-02-12 01:00:00
Suat Serdar,29616404,2020-02-13 01:00:00
Suat Serdar,29375082,2020-02-14 01:00:00
Suat Serdar,29016993,2020-02-15 01:00:00
Suat Serdar,28791718,2020-02-16 01:00:00
Suat Serdar,28574245,2020-02-17 01:00:00
Suat Serdar,28384504,2020-02-18 01:00:00
Suat Serdar,28241647,2020-02-19 12:12:00
Suat Serdar,28046234,2020-02-20 00:20:00
Suat Serdar,27794681,2020-02-21 01:00:00
Suat Serdar,27681279,2020-02-22 01:00:00
Suat Serdar,27733865,2020-02-23 01:00:00
Suat Serdar,27815988,2020-02-24 01:00:00
Suat Serdar,27926287,2020-02-25 01:00:00
Suat Serdar,28111992,2020-02-26 01:00:00
Suat Serdar,28278997,2020-02-27 01:00:00
Suat Serdar,28454906,2020-02-28 01:00:00
Suat Serdar,28588088,2020-02-29 01:00:00
Suat Serdar,28707212,2020-03-01 18:21:00
Suat Serdar,28717289,2020-03-02 13:18:00
Suat Serdar,28659556,2020-03-03 21:25:00
Suat Serdar,28542382,2020-03-04 09:47:00
Suat Serdar,28295399,2020-03-05 00:46:00
Suat Serdar,28055407,2020-03-06 19:10:00
Suat Serdar,27699116,2020-03-07 20:22:00
Suat Serdar,27415895,2020-03-08 14:38:00
Suat Serdar,27142736,2020-03-09 00:27:00
Suleiman Abdullahi,500000,2020-01-23 01:00:00
Suleiman Abdullahi,500000,2020-01-24 01:00:00
Suleiman Abdullahi,500000,2020-01-25 01:00:00
Suleiman Abdullahi,500000,2020-01-26 01:00:00
Suleiman Abdullahi,500000,2020-01-27 01:00:00
Suleiman Abdullahi,500000,2020-01-28 01:00:00
Suleiman Abdullahi,500000,2020-01-29 01:00:00
Suleiman Abdullahi,500000,2020-01-30 01:00:00
Suleiman Abdullahi,500000,2020-01-31 01:00:00
Suleiman Abdullahi,500000,2020-02-01 01:00:00
Suleiman Abdullahi,500000,2020-02-02 01:00:00
Suleiman Abdullahi,500000,2020-02-03 01:00:00
Suleiman Abdullahi,500000,2020-02-04 01:00:00
Suleiman Abdullahi,500000,2020-02-05 19:00:00
Suleiman Abdullahi,500000,2020-02-06 01:00:00
Suleiman Abdullahi,500000,2020-02-07 01:00:00
Suleiman Abdullahi,500000,2020-02-08 01:00:00
Suleiman Abdullahi,500000,2020-02-09 01:00:00
Suleiman Abdullahi,500000,2020-02-10 01:00:00
Suleiman Abdullahi,500000,2020-02-11 01:00:00
Suleiman Abdullahi,500000,2020-02-12 01:00:00
Suleiman Abdullahi,500000,2020-02-13 01:00:00
Suleiman Abdullahi,500000,2020-02-14 01:00:00
Suleiman Abdullahi,500000,2020-02-15 01:00:00
Suleiman Abdullahi,500000,2020-02-16 01:00:00
Suleiman Abdullahi,500000,2020-02-17 01:00:00
Suleiman Abdullahi,500000,2020-02-18 01:00:00
Suleiman Abdullahi,500000,2020-02-19 12:12:00
Suleiman Abdullahi,500000,2020-02-20 00:20:00
Suleiman Abdullahi,500000,2020-02-21 01:00:00
Suleiman Abdullahi,500000,2020-02-22 01:00:00
Suleiman Abdullahi,500000,2020-02-23 01:00:00
Suleiman Abdullahi,500000,2020-02-24 01:00:00
Suleiman Abdullahi,500000,2020-02-25 01:00:00
Suleiman Abdullahi,500000,2020-02-26 01:00:00
Suleiman Abdullahi,500000,2020-02-27 01:00:00
Suleiman Abdullahi,500000,2020-02-28 01:00:00
Suleiman Abdullahi,500000,2020-02-29 01:00:00
Suleiman Abdullahi,500000,2020-03-01 18:21:00
Suleiman Abdullahi,500000,2020-03-02 13:18:00
Suleiman Abdullahi,500000,2020-03-03 21:25:00
Suleiman Abdullahi,500000,2020-03-04 09:47:00
Suleiman Abdullahi,500000,2020-03-05 00:46:00
Suleiman Abdullahi,500000,2020-03-06 19:10:00
Suleiman Abdullahi,500000,2020-03-07 20:22:00
Suleiman Abdullahi,500000,2020-03-08 14:38:00
Suleiman Abdullahi,500000,2020-03-09 00:27:00
Sven Bender,20615784,2020-01-23 01:00:00
Sven Bender,20826146,2020-01-24 01:00:00
Sven Bender,20933798,2020-01-25 01:00:00
Sven Bender,21111783,2020-01-26 01:00:00
Sven Bender,21301480,2020-01-27 01:00:00
Sven Bender,21582775,2020-01-28 01:00:00
Sven Bender,21844084,2020-01-29 01:00:00
Sven Bender,22078920,2020-01-30 01:00:00
Sven Bender,22248842,2020-01-31 01:00:00
Sven Bender,22333106,2020-02-01 01:00:00
Sven Bender,22429915,2020-02-02 01:00:00
Sven Bender,22494103,2020-02-03 01:00:00
Sven Bender,22577287,2020-02-04 01:00:00
Sven Bender,22643779,2020-02-05 19:00:00
Sven Bender,22727044,2020-02-06 01:00:00
Sven Bender,22737641,2020-02-07 01:00:00
Sven Bender,22511448,2020-02-08 01:00:00
Sven Bender,22276813,2020-02-09 01:00:00
Sven Bender,22166763,2020-02-10 01:00:00
Sven Bender,22137133,2020-02-11 01:00:00
Sven Bender,22168613,2020-02-12 01:00:00
Sven Bender,22190073,2020-02-13 01:00:00
Sven Bender,22213753,2020-02-14 01:00:00
Sven Bender,22234561,2020-02-15 01:00:00
Sven Bender,22275596,2020-02-16 01:00:00
Sven Bender,22360832,2020-02-17 01:00:00
Sven Bender,22486200,2020-02-18 01:00:00
Sven Bender,22631347,2020-02-19 12:12:00
Sven Bender,22753612,2020-02-20 00:20:00
Sven Bender,22850726,2020-02-21 01:00:00
Sven Bender,22893582,2020-02-22 01:00:00
Sven Bender,22968940,2020-02-23 01:00:00
Sven Bender,23086615,2020-02-24 01:00:00
Sven Bender,23275566,2020-02-25 01:00:00
Sven Bender,23500780,2020-02-26 01:00:00
Sven Bender,23689286,2020-02-27 01:00:00
Sven Bender,23848572,2020-02-28 01:00:00
Sven Bender,23921710,2020-02-29 01:00:00
Sven Bender,24014756,2020-03-01 18:21:00
Sven Bender,24108064,2020-03-02 13:18:00
Sven Bender,24246738,2020-03-03 21:25:00
Sven Bender,24339465,2020-03-04 09:47:00
Sven Bender,24430821,2020-03-05 00:46:00
Sven Bender,24484614,2020-03-06 19:10:00
Sven Bender,24493087,2020-03-07 20:22:00
Sven Bender,24498968,2020-03-08 14:38:00
Sven Bender,24298216,2020-03-09 00:27:00
Sven Michel,573807,2020-01-23 01:00:00
Sven Michel,573807,2020-01-24 01:00:00
Sven Michel,500000,2020-01-25 01:00:00
Sven Michel,500000,2020-01-26 01:00:00
Sven Michel,500000,2020-01-27 01:00:00
Sven Michel,500000,2020-01-28 01:00:00
Sven Michel,500000,2020-01-29 01:00:00
Sven Michel,500000,2020-01-30 01:00:00
Sven Michel,500000,2020-01-31 01:00:00
Sven Michel,500000,2020-02-01 01:00:00
Sven Michel,500000,2020-02-02 01:00:00
Sven Michel,500000,2020-02-03 01:00:00
Sven Michel,500000,2020-02-04 01:00:00
Sven Michel,500000,2020-02-05 19:00:00
Sven Michel,500000,2020-02-06 01:00:00
Sven Michel,500000,2020-02-07 01:00:00
Sven Michel,500000,2020-02-08 01:00:00
Sven Michel,500000,2020-02-09 01:00:00
Sven Michel,500000,2020-02-10 01:00:00
Sven Michel,500000,2020-02-11 01:00:00
Sven Michel,500000,2020-02-12 01:00:00
Sven Michel,500000,2020-02-13 01:00:00
Sven Michel,500000,2020-02-14 01:00:00
Sven Michel,500000,2020-02-15 01:00:00
Sven Michel,500000,2020-02-16 01:00:00
Sven Michel,500000,2020-02-17 01:00:00
Sven Michel,500000,2020-02-18 01:00:00
Sven Michel,500000,2020-02-19 12:12:00
Sven Michel,500000,2020-02-20 00:20:00
Sven Michel,500000,2020-02-21 01:00:00
Sven Michel,500000,2020-02-22 01:00:00
Sven Michel,546104,2020-02-23 01:00:00
Sven Michel,555543,2020-02-24 01:00:00
Sven Michel,590797,2020-02-25 01:00:00
Sven Michel,588182,2020-02-26 01:00:00
Sven Michel,537954,2020-02-27 01:00:00
Sven Michel,500000,2020-02-28 01:00:00
Sven Michel,500000,2020-02-29 01:00:00
Sven Michel,500000,2020-03-01 18:21:00
Sven Michel,500000,2020-03-02 13:18:00
Sven Michel,500000,2020-03-03 21:25:00
Sven Michel,500000,2020-03-04 09:47:00
Sven Michel,500000,2020-03-05 00:46:00
Sven Michel,500000,2020-03-06 19:10:00
Sven Michel,500000,2020-03-07 20:22:00
Sven Michel,500000,2020-03-08 14:38:00
Sven Michel,500000,2020-03-09 00:27:00
Sven Ulreich,500000,2020-01-23 01:00:00
Sven Ulreich,500000,2020-01-24 01:00:00
Sven Ulreich,500000,2020-01-25 01:00:00
Sven Ulreich,500000,2020-01-26 01:00:00
Sven Ulreich,500000,2020-01-27 01:00:00
Sven Ulreich,500000,2020-01-28 01:00:00
Sven Ulreich,500000,2020-01-29 01:00:00
Sven Ulreich,500000,2020-01-30 01:00:00
Sven Ulreich,500000,2020-01-31 01:00:00
Sven Ulreich,500000,2020-02-01 01:00:00
Sven Ulreich,500000,2020-02-02 01:00:00
Sven Ulreich,500000,2020-02-03 01:00:00
Sven Ulreich,500000,2020-02-04 01:00:00
Sven Ulreich,500000,2020-02-05 19:00:00
Sven Ulreich,500000,2020-02-06 01:00:00
Sven Ulreich,500000,2020-02-07 01:00:00
Sven Ulreich,500000,2020-02-08 01:00:00
Sven Ulreich,500000,2020-02-09 01:00:00
Sven Ulreich,500000,2020-02-10 01:00:00
Sven Ulreich,500000,2020-02-11 01:00:00
Sven Ulreich,500000,2020-02-12 01:00:00
Sven Ulreich,500000,2020-02-13 01:00:00
Sven Ulreich,500000,2020-02-14 01:00:00
Sven Ulreich,566019,2020-02-15 01:00:00
Sven Ulreich,566019,2020-02-16 01:00:00
Sven Ulreich,566019,2020-02-17 01:00:00
Sven Ulreich,500000,2020-02-18 01:00:00
Sven Ulreich,500000,2020-02-19 12:12:00
Sven Ulreich,500000,2020-02-20 00:20:00
Sven Ulreich,500000,2020-02-21 01:00:00
Sven Ulreich,500000,2020-02-22 01:00:00
Sven Ulreich,500000,2020-02-23 01:00:00
Sven Ulreich,500000,2020-02-24 01:00:00
Sven Ulreich,500000,2020-02-25 01:00:00
Sven Ulreich,500000,2020-02-26 01:00:00
Sven Ulreich,500000,2020-02-27 01:00:00
Sven Ulreich,500000,2020-02-28 01:00:00
Sven Ulreich,500000,2020-02-29 01:00:00
Sven Ulreich,500000,2020-03-01 18:21:00
Sven Ulreich,500000,2020-03-02 13:18:00
Sven Ulreich,500000,2020-03-03 21:25:00
Sven Ulreich,500000,2020-03-04 09:47:00
Sven Ulreich,500000,2020-03-05 00:46:00
Sven Ulreich,500000,2020-03-06 19:10:00
Sven Ulreich,500000,2020-03-07 20:22:00
Sven Ulreich,500000,2020-03-08 14:38:00
Sven Ulreich,500000,2020-03-09 00:27:00
Taiwo Awoniyi,500000,2020-01-23 01:00:00
Taiwo Awoniyi,500000,2020-01-24 01:00:00
Taiwo Awoniyi,500000,2020-01-25 01:00:00
Taiwo Awoniyi,500000,2020-01-26 01:00:00
Taiwo Awoniyi,500000,2020-01-27 01:00:00
Taiwo Awoniyi,500000,2020-01-28 01:00:00
Taiwo Awoniyi,500000,2020-01-29 01:00:00
Taiwo Awoniyi,500000,2020-01-30 01:00:00
Taiwo Awoniyi,500000,2020-01-31 01:00:00
Taiwo Awoniyi,500000,2020-02-01 01:00:00
Taiwo Awoniyi,500000,2020-02-02 01:00:00
Taiwo Awoniyi,500000,2020-02-03 01:00:00
Taiwo Awoniyi,500000,2020-02-04 01:00:00
Taiwo Awoniyi,500000,2020-02-05 19:00:00
Taiwo Awoniyi,500000,2020-02-06 01:00:00
Taiwo Awoniyi,500000,2020-02-07 01:00:00
Taiwo Awoniyi,500000,2020-02-08 01:00:00
Taiwo Awoniyi,500000,2020-02-09 01:00:00
Taiwo Awoniyi,500000,2020-02-10 01:00:00
Taiwo Awoniyi,500000,2020-02-11 01:00:00
Taiwo Awoniyi,500000,2020-02-12 01:00:00
Taiwo Awoniyi,500000,2020-02-13 01:00:00
Taiwo Awoniyi,500000,2020-02-14 01:00:00
Taiwo Awoniyi,500000,2020-02-15 01:00:00
Taiwo Awoniyi,500000,2020-02-16 01:00:00
Taiwo Awoniyi,500000,2020-02-17 01:00:00
Taiwo Awoniyi,500000,2020-02-18 01:00:00
Taiwo Awoniyi,500000,2020-02-19 12:12:00
Taiwo Awoniyi,500000,2020-02-20 00:20:00
Taiwo Awoniyi,500000,2020-02-21 01:00:00
Taiwo Awoniyi,500000,2020-02-22 01:00:00
Taiwo Awoniyi,500000,2020-02-23 01:00:00
Taiwo Awoniyi,500000,2020-02-24 01:00:00
Taiwo Awoniyi,500000,2020-02-25 01:00:00
Taiwo Awoniyi,500000,2020-02-26 01:00:00
Taiwo Awoniyi,500000,2020-02-27 01:00:00
Taiwo Awoniyi,500000,2020-02-28 01:00:00
Taiwo Awoniyi,500000,2020-02-29 01:00:00
Taiwo Awoniyi,500000,2020-03-01 18:21:00
Taiwo Awoniyi,500000,2020-03-02 13:18:00
Taiwo Awoniyi,500000,2020-03-03 21:25:00
Taiwo Awoniyi,500000,2020-03-04 09:47:00
Taiwo Awoniyi,500000,2020-03-05 00:46:00
Taiwo Awoniyi,500000,2020-03-06 19:10:00
Taiwo Awoniyi,500000,2020-03-07 20:22:00
Taiwo Awoniyi,500000,2020-03-08 14:38:00
Taiwo Awoniyi,500000,2020-03-09 00:27:00
Theodor Gebre Selassie,19168764,2020-01-23 01:00:00
Theodor Gebre Selassie,19042711,2020-01-24 01:00:00
Theodor Gebre Selassie,18894580,2020-01-25 01:00:00
Theodor Gebre Selassie,18771011,2020-01-26 01:00:00
Theodor Gebre Selassie,18625979,2020-01-27 01:00:00
Theodor Gebre Selassie,18528259,2020-01-28 01:00:00
Theodor Gebre Selassie,18392608,2020-01-29 01:00:00
Theodor Gebre Selassie,18210876,2020-01-30 01:00:00
Theodor Gebre Selassie,18079269,2020-01-31 01:00:00
Theodor Gebre Selassie,17875420,2020-02-01 01:00:00
Theodor Gebre Selassie,17737245,2020-02-02 01:00:00
Theodor Gebre Selassie,17618029,2020-02-03 01:00:00
Theodor Gebre Selassie,17494915,2020-02-04 01:00:00
Theodor Gebre Selassie,17400004,2020-02-05 19:00:00
Theodor Gebre Selassie,17278133,2020-02-06 01:00:00
Theodor Gebre Selassie,17196228,2020-02-07 01:00:00
Theodor Gebre Selassie,17009219,2020-02-08 01:00:00
Theodor Gebre Selassie,16934958,2020-02-09 01:00:00
Theodor Gebre Selassie,16882921,2020-02-10 01:00:00
Theodor Gebre Selassie,16839833,2020-02-11 01:00:00
Theodor Gebre Selassie,16858177,2020-02-12 01:00:00
Theodor Gebre Selassie,16932251,2020-02-13 01:00:00
Theodor Gebre Selassie,17022636,2020-02-14 01:00:00
Theodor Gebre Selassie,17079170,2020-02-15 01:00:00
Theodor Gebre Selassie,17211748,2020-02-16 01:00:00
Theodor Gebre Selassie,17348661,2020-02-17 01:00:00
Theodor Gebre Selassie,17510799,2020-02-18 01:00:00
Theodor Gebre Selassie,17641536,2020-02-19 12:12:00
Theodor Gebre Selassie,17738179,2020-02-20 00:20:00
Theodor Gebre Selassie,17776761,2020-02-21 01:00:00
Theodor Gebre Selassie,17743231,2020-02-22 01:00:00
Theodor Gebre Selassie,17753459,2020-02-23 01:00:00
Theodor Gebre Selassie,17733398,2020-02-24 01:00:00
Theodor Gebre Selassie,17650140,2020-02-25 01:00:00
Theodor Gebre Selassie,17502376,2020-02-26 01:00:00
Theodor Gebre Selassie,17333516,2020-02-27 01:00:00
Theodor Gebre Selassie,17140459,2020-02-28 01:00:00
Theodor Gebre Selassie,16974048,2020-02-29 01:00:00
Theodor Gebre Selassie,16789681,2020-03-01 18:21:00
Theodor Gebre Selassie,16606567,2020-03-02 13:18:00
Theodor Gebre Selassie,16430529,2020-03-03 21:25:00
Theodor Gebre Selassie,16270122,2020-03-04 09:47:00
Theodor Gebre Selassie,16090077,2020-03-05 00:46:00
Theodor Gebre Selassie,15963706,2020-03-06 19:10:00
Theodor Gebre Selassie,15830344,2020-03-07 20:22:00
Theodor Gebre Selassie,15702453,2020-03-08 14:38:00
Theodor Gebre Selassie,15558918,2020-03-09 00:27:00
Thiago,34172373,2020-01-23 01:00:00
Thiago,34342670,2020-01-24 01:00:00
Thiago,34451168,2020-01-25 01:00:00
Thiago,34640921,2020-01-26 01:00:00
Thiago,34949383,2020-01-27 01:00:00
Thiago,35252106,2020-01-28 01:00:00
Thiago,35562292,2020-01-29 01:00:00
Thiago,35798808,2020-01-30 01:00:00
Thiago,36026292,2020-01-31 01:00:00
Thiago,36251446,2020-02-01 01:00:00
Thiago,36524419,2020-02-02 01:00:00
Thiago,36876622,2020-02-03 01:00:00
Thiago,37229696,2020-02-04 01:00:00
Thiago,37596106,2020-02-05 19:00:00
Thiago,37943421,2020-02-06 01:00:00
Thiago,38261975,2020-02-07 01:00:00
Thiago,38515959,2020-02-08 01:00:00
Thiago,38774036,2020-02-09 01:00:00
Thiago,39030335,2020-02-10 01:00:00
Thiago,39323109,2020-02-11 01:00:00
Thiago,39592657,2020-02-12 01:00:00
Thiago,39820205,2020-02-13 01:00:00
Thiago,40039304,2020-02-14 01:00:00
Thiago,40200271,2020-02-15 01:00:00
Thiago,40378949,2020-02-16 01:00:00
Thiago,40582595,2020-02-17 01:00:00
Thiago,40755627,2020-02-18 01:00:00
Thiago,40985486,2020-02-19 12:12:00
Thiago,41132199,2020-02-20 00:20:00
Thiago,41245458,2020-02-21 01:00:00
Thiago,41328953,2020-02-22 01:00:00
Thiago,41405960,2020-02-23 01:00:00
Thiago,41512641,2020-02-24 01:00:00
Thiago,41622623,2020-02-25 01:00:00
Thiago,41718553,2020-02-26 01:00:00
Thiago,41819036,2020-02-27 01:00:00
Thiago,41927270,2020-02-28 01:00:00
Thiago,42010742,2020-02-29 01:00:00
Thiago,42057380,2020-03-01 18:21:00
Thiago,42157006,2020-03-02 13:18:00
Thiago,42257170,2020-03-03 21:25:00
Thiago,42360006,2020-03-04 09:47:00
Thiago,42439806,2020-03-05 00:46:00
Thiago,42480307,2020-03-06 19:10:00
Thiago,42526712,2020-03-07 20:22:00
Thiago,42589348,2020-03-08 14:38:00
Thiago,42687375,2020-03-09 00:27:00
Thomas Delaney,9823383,2020-01-23 01:00:00
Thomas Delaney,9700968,2020-01-24 01:00:00
Thomas Delaney,9550090,2020-01-25 01:00:00
Thomas Delaney,9444523,2020-01-26 01:00:00
Thomas Delaney,9294025,2020-01-27 01:00:00
Thomas Delaney,9179272,2020-01-28 01:00:00
Thomas Delaney,9077856,2020-01-29 01:00:00
Thomas Delaney,8960882,2020-01-30 01:00:00
Thomas Delaney,8861560,2020-01-31 01:00:00
Thomas Delaney,8717048,2020-02-01 01:00:00
Thomas Delaney,8563728,2020-02-02 01:00:00
Thomas Delaney,8424296,2020-02-03 01:00:00
Thomas Delaney,8274896,2020-02-04 01:00:00
Thomas Delaney,8156366,2020-02-05 19:00:00
Thomas Delaney,7989163,2020-02-06 01:00:00
Thomas Delaney,7811652,2020-02-07 01:00:00
Thomas Delaney,7656908,2020-02-08 01:00:00
Thomas Delaney,7506259,2020-02-09 01:00:00
Thomas Delaney,7372802,2020-02-10 01:00:00
Thomas Delaney,7254132,2020-02-11 01:00:00
Thomas Delaney,7112187,2020-02-12 01:00:00
Thomas Delaney,7021432,2020-02-13 01:00:00
Thomas Delaney,6898782,2020-02-14 01:00:00
Thomas Delaney,6751227,2020-02-15 01:00:00
Thomas Delaney,6648668,2020-02-16 01:00:00
Thomas Delaney,6508710,2020-02-17 01:00:00
Thomas Delaney,6393487,2020-02-18 01:00:00
Thomas Delaney,6253922,2020-02-19 12:12:00
Thomas Delaney,6107851,2020-02-20 00:20:00
Thomas Delaney,5960121,2020-02-21 01:00:00
Thomas Delaney,5784891,2020-02-22 01:00:00
Thomas Delaney,5652731,2020-02-23 01:00:00
Thomas Delaney,5510767,2020-02-24 01:00:00
Thomas Delaney,5376141,2020-02-25 01:00:00
Thomas Delaney,5229528,2020-02-26 01:00:00
Thomas Delaney,5084047,2020-02-27 01:00:00
Thomas Delaney,4913406,2020-02-28 01:00:00
Thomas Delaney,4765719,2020-02-29 01:00:00
Thomas Delaney,4639795,2020-03-01 18:21:00
Thomas Delaney,4522761,2020-03-02 13:18:00
Thomas Delaney,4401689,2020-03-03 21:25:00
Thomas Delaney,4307474,2020-03-04 09:47:00
Thomas Delaney,4262657,2020-03-05 00:46:00
Thomas Delaney,4169602,2020-03-06 19:10:00
Thomas Delaney,4106507,2020-03-07 20:22:00
Thomas Delaney,4012911,2020-03-08 14:38:00
Thomas Delaney,3899337,2020-03-09 00:27:00
Thomas Kessler,500000,2020-01-23 01:00:00
Thomas Kessler,500000,2020-01-24 01:00:00
Thomas Kessler,500000,2020-01-25 01:00:00
Thomas Kessler,500000,2020-01-26 01:00:00
Thomas Kessler,500000,2020-01-27 01:00:00
Thomas Kessler,500000,2020-01-28 01:00:00
Thomas Kessler,500000,2020-01-29 01:00:00
Thomas Kessler,500000,2020-01-30 01:00:00
Thomas Kessler,500000,2020-01-31 01:00:00
Thomas Kessler,500000,2020-02-01 01:00:00
Thomas Kessler,500000,2020-02-02 01:00:00
Thomas Kessler,500000,2020-02-03 01:00:00
Thomas Kessler,500000,2020-02-04 01:00:00
Thomas Kessler,500000,2020-02-05 19:00:00
Thomas Kessler,500000,2020-02-06 01:00:00
Thomas Kessler,500000,2020-02-07 01:00:00
Thomas Kessler,500000,2020-02-08 01:00:00
Thomas Kessler,500000,2020-02-09 01:00:00
Thomas Kessler,500000,2020-02-10 01:00:00
Thomas Kessler,500000,2020-02-11 01:00:00
Thomas Kessler,500000,2020-02-12 01:00:00
Thomas Kessler,500000,2020-02-13 01:00:00
Thomas Kessler,500000,2020-02-14 01:00:00
Thomas Kessler,500000,2020-02-15 01:00:00
Thomas Kessler,500000,2020-02-16 01:00:00
Thomas Kessler,500000,2020-02-17 01:00:00
Thomas Kessler,500000,2020-02-18 01:00:00
Thomas Kessler,500000,2020-02-19 12:12:00
Thomas Kessler,500000,2020-02-20 00:20:00
Thomas Kessler,500000,2020-02-21 01:00:00
Thomas Kessler,500000,2020-02-22 01:00:00
Thomas Kessler,500000,2020-02-23 01:00:00
Thomas Kessler,500000,2020-02-24 01:00:00
Thomas Kessler,500000,2020-02-25 01:00:00
Thomas Kessler,500000,2020-02-26 01:00:00
Thomas Kessler,500000,2020-02-27 01:00:00
Thomas Kessler,500000,2020-02-28 01:00:00
Thomas Kessler,500000,2020-02-29 01:00:00
Thomas Kessler,500000,2020-03-01 18:21:00
Thomas Kessler,500000,2020-03-02 13:18:00
Thomas Kessler,500000,2020-03-03 21:25:00
Thomas Kessler,500000,2020-03-04 09:47:00
Thomas Kessler,500000,2020-03-05 00:46:00
Thomas Kessler,500000,2020-03-06 19:10:00
Thomas Kessler,500000,2020-03-07 20:22:00
Thomas Kessler,500000,2020-03-08 14:38:00
Thomas Kessler,500000,2020-03-09 00:27:00
Thomas Kraft,500000,2020-01-23 01:00:00
Thomas Kraft,500000,2020-01-24 01:00:00
Thomas Kraft,500000,2020-01-25 01:00:00
Thomas Kraft,500000,2020-01-26 01:00:00
Thomas Kraft,500000,2020-01-27 01:00:00
Thomas Kraft,500000,2020-01-28 01:00:00
Thomas Kraft,500000,2020-01-29 01:00:00
Thomas Kraft,500000,2020-01-30 01:00:00
Thomas Kraft,500000,2020-01-31 01:00:00
Thomas Kraft,500000,2020-02-01 01:00:00
Thomas Kraft,500000,2020-02-02 01:00:00
Thomas Kraft,500000,2020-02-03 01:00:00
Thomas Kraft,500000,2020-02-04 01:00:00
Thomas Kraft,500000,2020-02-05 19:00:00
Thomas Kraft,500000,2020-02-06 01:00:00
Thomas Kraft,500000,2020-02-07 01:00:00
Thomas Kraft,500000,2020-02-08 01:00:00
Thomas Kraft,500000,2020-02-09 01:00:00
Thomas Kraft,500000,2020-02-10 01:00:00
Thomas Kraft,500000,2020-02-11 01:00:00
Thomas Kraft,500000,2020-02-12 01:00:00
Thomas Kraft,500000,2020-02-13 01:00:00
Thomas Kraft,500000,2020-02-14 01:00:00
Thomas Kraft,500000,2020-02-15 01:00:00
Thomas Kraft,500000,2020-02-16 01:00:00
Thomas Kraft,500000,2020-02-17 01:00:00
Thomas Kraft,500000,2020-02-18 01:00:00
Thomas Kraft,500000,2020-02-19 12:12:00
Thomas Kraft,500000,2020-02-20 00:20:00
Thomas Kraft,500000,2020-02-21 01:00:00
Thomas Kraft,500000,2020-02-22 01:00:00
Thomas Kraft,500000,2020-02-23 01:00:00
Thomas Kraft,500000,2020-02-24 01:00:00
Thomas Kraft,500000,2020-02-25 01:00:00
Thomas Kraft,500000,2020-02-26 01:00:00
Thomas Kraft,500000,2020-02-27 01:00:00
Thomas Kraft,500000,2020-02-28 01:00:00
Thomas Kraft,500000,2020-02-29 01:00:00
Thomas Kraft,548887,2020-03-01 18:21:00
Thomas Kraft,684571,2020-03-02 13:18:00
Thomas Kraft,848729,2020-03-03 21:25:00
Thomas Kraft,982222,2020-03-04 09:47:00
Thomas Kraft,1083068,2020-03-05 00:46:00
Thomas Kraft,1189887,2020-03-06 19:10:00
Thomas Kraft,1304681,2020-03-07 20:22:00
Thomas Kraft,1409087,2020-03-08 14:38:00
Thomas Kraft,1523185,2020-03-09 00:27:00
Thomas Müller,36226789,2020-01-23 01:00:00
Thomas Müller,36335948,2020-01-24 01:00:00
Thomas Müller,36390631,2020-01-25 01:00:00
Thomas Müller,36478001,2020-01-26 01:00:00
Thomas Müller,36618435,2020-01-27 01:00:00
Thomas Müller,36828232,2020-01-28 01:00:00
Thomas Müller,37026026,2020-01-29 01:00:00
Thomas Müller,37192640,2020-01-30 01:00:00
Thomas Müller,37356988,2020-01-31 01:00:00
Thomas Müller,37452014,2020-02-01 01:00:00
Thomas Müller,37575426,2020-02-02 01:00:00
Thomas Müller,37686710,2020-02-03 01:00:00
Thomas Müller,37865822,2020-02-04 01:00:00
Thomas Müller,38013548,2020-02-05 19:00:00
Thomas Müller,38213600,2020-02-06 01:00:00
Thomas Müller,38403490,2020-02-07 01:00:00
Thomas Müller,38581353,2020-02-08 01:00:00
Thomas Müller,38721412,2020-02-09 01:00:00
Thomas Müller,38921614,2020-02-10 01:00:00
Thomas Müller,39126305,2020-02-11 01:00:00
Thomas Müller,39279504,2020-02-12 01:00:00
Thomas Müller,39412609,2020-02-13 01:00:00
Thomas Müller,39517923,2020-02-14 01:00:00
Thomas Müller,39583601,2020-02-15 01:00:00
Thomas Müller,39642093,2020-02-16 01:00:00
